55,3,0.30386740331491713,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
56,1,0.30939226519337015,RandomParty@0,(Offer  bid:Bid[Pie: a514, ])
56,2,0.30939226519337015,RandomParty2@1,(Offer  bid:Bid[Pie: a672, ])
56,3,0.30939226519337015,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
57,1,0.3149171270718232,RandomParty@0,(Offer  bid:Bid[Pie: a875, ])
57,2,0.3149171270718232,RandomParty2@1,(Offer  bid:Bid[Pie: a130, ])
57,3,0.3149171270718232,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
58,1,0.32044198895027626,RandomParty@0,(Offer  bid:Bid[Pie: a871, ])
58,2,0.32044198895027626,RandomParty2@1,(Offer  bid:Bid[Pie: a213, ])
58,3,0.32044198895027626,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
59,1,0.3259668508287293,RandomParty@0,(Offer  bid:Bid[Pie: a765, ])
59,2,0.3259668508287293,RandomParty2@1,(Offer  bid:Bid[Pie: a532, ])
59,3,0.3259668508287293,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
60,1,0.3314917127071823,RandomParty@0,(Offer  bid:Bid[Pie: a190, ])
60,2,0.3314917127071823,RandomParty2@1,(Offer  bid:Bid[Pie: a63, ])
60,3,0.3314917127071823,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
61,1,0.3370165745856354,RandomParty@0,(Offer  bid:Bid[Pie: a427, ])
61,2,0.3370165745856354,RandomParty2@1,(Offer  bid:Bid[Pie: a477, ])
61,3,0.3370165745856354,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
62,1,0.3425414364640884,RandomParty@0,(Offer  bid:Bid[Pie: a293, ])
62,2,0.3425414364640884,RandomParty2@1,(Offer  bid:Bid[Pie: a237, ])
62,3,0.3425414364640884,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
63,1,0.34806629834254144,RandomParty@0,(Offer  bid:Bid[Pie: a297, ])
63,2,0.34806629834254144,RandomParty2@1,(Offer  bid:Bid[Pie: a32, ])
63,3,0.34806629834254144,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
64,1,0.35359116022099446,RandomParty@0,(Offer  bid:Bid[Pie: a463, ])
64,2,0.35359116022099446,RandomParty2@1,(Offer  bid:Bid[Pie: a888, ])
64,3,0.35359116022099446,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
65,1,0.35911602209944754,RandomParty@0,(Offer  bid:Bid[Pie: a844, ])
65,2,0.35911602209944754,RandomParty2@1,(Offer  bid:Bid[Pie: a17, ])
65,3,0.35911602209944754,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
66,1,0.36464088397790057,RandomParty@0,(Offer  bid:Bid[Pie: a608, ])
66,2,0.36464088397790057,RandomParty2@1,(Offer  bid:Bid[Pie: a370, ])
66,3,0.36464088397790057,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
67,1,0.3701657458563536,RandomParty@0,(Offer  bid:Bid[Pie: a233, ])
67,2,0.3701657458563536,RandomParty2@1,(Offer  bid:Bid[Pie: a737, ])
67,3,0.3701657458563536,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
68,1,0.3756906077348066,RandomParty@0,(Offer  bid:Bid[Pie: a412, ])
68,2,0.3756906077348066,RandomParty2@1,(Offer  bid:Bid[Pie: a357, ])
68,3,0.3756906077348066,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
69,1,0.3812154696132597,RandomParty@0,(Offer  bid:Bid[Pie: a263, ])
69,2,0.3812154696132597,RandomParty2@1,(Offer  bid:Bid[Pie: a419, ])
69,3,0.3812154696132597,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
70,1,0.3867403314917127,RandomParty@0,(Offer  bid:Bid[Pie: a455, ])
70,2,0.3867403314917127,RandomParty2@1,(Offer  bid:Bid[Pie: a824, ])
70,3,0.3867403314917127,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
71,1,0.39226519337016574,RandomParty@0,(Offer  bid:Bid[Pie: a663, ])
71,2,0.39226519337016574,RandomParty2@1,(Offer  bid:Bid[Pie: a822, ])
71,3,0.39226519337016574,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
72,1,0.39779005524861877,RandomParty@0,(Offer  bid:Bid[Pie: a931, ])
72,2,0.39779005524861877,RandomParty2@1,(Offer  bid:Bid[Pie: a793, ])
72,3,0.39779005524861877,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
73,1,0.40331491712707185,RandomParty@0,(Offer  bid:Bid[Pie: a433, ])
73,2,0.40331491712707185,RandomParty2@1,(Offer  bid:Bid[Pie: a247, ])
73,3,0.40331491712707185,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
74,1,0.4088397790055249,RandomParty@0,(Offer  bid:Bid[Pie: a792, ])
74,2,0.4088397790055249,RandomParty2@1,(Offer  bid:Bid[Pie: a596, ])
74,3,0.4088397790055249,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
75,1,0.4143646408839779,RandomParty@0,(Offer  bid:Bid[Pie: a429, ])
75,2,0.4143646408839779,RandomParty2@1,(Offer  bid:Bid[Pie: a390, ])
75,3,0.4143646408839779,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
76,1,0.4198895027624309,RandomParty@0,(Offer  bid:Bid[Pie: a492, ])
76,2,0.4198895027624309,RandomParty2@1,(Offer  bid:Bid[Pie: a744, ])
76,3,0.4198895027624309,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
77,1,0.425414364640884,RandomParty@0,(Offer  bid:Bid[Pie: a675, ])
77,2,0.425414364640884,RandomParty2@1,(Offer  bid:Bid[Pie: a149, ])
77,3,0.425414364640884,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
78,1,0.430939226519337,RandomParty@0,(Offer  bid:Bid[Pie: a607, ])
78,2,0.430939226519337,RandomParty2@1,(Offer  bid:Bid[Pie: a897, ])
78,3,0.430939226519337,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
79,1,0.43646408839779005,RandomParty@0,(Offer  bid:Bid[Pie: a497, ])
79,2,0.43646408839779005,RandomParty2@1,(Offer  bid:Bid[Pie: a827, ])
79,3,0.43646408839779005,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 30 days, Payment: Upon delivery, Returns: Full price, ])
80,1,0.4419889502762431,RandomParty@0,(Offer  bid:Bid[Pie: a985, ])
80,2,0.4419889502762431,RandomParty2@1,(Offer  bid:Bid[Pie: a569, ])
80,3,0.4419889502762431,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 30 days, Payment: Upon delivery, Returns: Full price, ])
81,1,0.44751381215469616,RandomParty@0,(Offer  bid:Bid[Pie: a501, ])
81,2,0.44751381215469616,RandomParty2@1,(Offer  bid:Bid[Pie: a548, ])
81,3,0.44751381215469616,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 30 days, Payment: Upon delivery, Returns: Full price, ])
82,1,0.4530386740331492,RandomParty@0,(Offer  bid:Bid[Pie: a978, ])
82,2,0.4530386740331492,RandomParty2@1,(Offer  bid:Bid[Pie: a363, ])
82,3,0.4530386740331492,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 30 days, Payment: Upon delivery, Returns: Full price, ])
83,1,0.4585635359116022,RandomParty@0,(Offer  bid:Bid[Pie: a112, ])
83,2,0.4585635359116022,RandomParty2@1,(Offer  bid:Bid[Pie: a797, ])
83,3,0.4585635359116022,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 30 days, Payment: Upon delivery, Returns: Full price, ])
84,1,0.46408839779005523,RandomParty@0,(Offer  bid:Bid[Pie: a930, ])
84,2,0.46408839779005523,RandomParty2@1,(Offer  bid:Bid[Pie: a174, ])
